,RunId,iteration,Step,N,r,dr,mr,cr,linkage_dis,altruistic fraction,true beards fraction,suckers fraction,impostors fraction,cowards fraction,n_agents
42,0,0,42,1000,0.25,0.95,0.0001,0,False,0.04775549188156638,0.04775549188156638,0.0,0.6781279847182426,0.27411652340019105,1047
43,0,0,43,1000,0.25,0.95,0.0001,0,False,0.04533091568449683,0.04533091568449683,0.0,0.6763372620126926,0.2783318223028105,1103
44,0,0,44,1000,0.25,0.95,0.0001,0,False,0.033210332103321034,0.033210332103321034,0.0,0.7149446494464945,0.2518450184501845,1084
45,0,0,45,1000,0.25,0.95,0.0001,0,False,0.03296703296703297,0.03296703296703297,0.0,0.7271062271062271,0.23992673992673993,1092
46,0,0,46,1000,0.25,0.95,0.0001,0,False,0.02181818181818182,0.02181818181818182,0.0,0.7345454545454545,0.24363636363636362,1100
47,0,0,47,1000,0.25,0.95,0.0001,0,False,0.016579406631762654,0.016579406631762654,0.0,0.7591623036649214,0.22425828970331588,1146
48,0,0,48,1000,0.25,0.95,0.0001,0,False,0.015202702702702704,0.015202702702702704,0.0,0.75,0.23479729729729729,1184
49,0,0,49,1000,0.25,0.95,0.0001,0,False,0.015734265734265736,0.015734265734265736,0.0,0.7421328671328671,0.24213286713286714,1144
50,0,0,50,1000,0.25,0.95,0.0001,0,False,0.012367491166077738,0.012367491166077738,0.0,0.7659010600706714,0.22173144876325088,1132
51,0,0,51,1000,0.25,0.95,0.0001,0,False,0.008021390374331552,0.008021390374331552,0.0,0.7932263814616756,0.19875222816399288,1122
52,0,0,52,1000,0.25,0.95,0.0001,0,False,0.006238859180035651,0.006238859180035651,0.0,0.803921568627451,0.18983957219251338,1122
53,0,0,53,1000,0.25,0.95,0.0001,0,False,0.007220216606498195,0.007220216606498195,0.0,0.7906137184115524,0.20216606498194944,1108
54,0,0,54,1000,0.25,0.95,0.0001,0,False,0.007213706041478809,0.007213706041478809,0.0,0.7980162308385933,0.19477006311992787,1109
55,0,0,55,1000,0.25,0.95,0.0001,0,False,0.004545454545454545,0.004545454545454545,0.0,0.7954545454545454,0.2,1100
56,0,0,56,1000,0.25,0.95,0.0001,0,False,0.0017543859649122807,0.0017543859649122807,0.0,0.7780701754385965,0.22017543859649122,1140
57,0,0,57,1000,0.25,0.95,0.0001,0,False,0.0017316017316017316,0.0017316017316017316,0.0,0.7740259740259741,0.22424242424242424,1155
58,0,0,58,1000,0.25,0.95,0.0001,0,False,0.0016750418760469012,0.0016750418760469012,0.0,0.7989949748743719,0.19932998324958123,1194
59,0,0,59,1000,0.25,0.95,0.0001,0,False,0.05320033250207814,0.05320033250207814,0.0,0.7639235245220283,0.1828761429758936,1203
60,0,0,60,1000,0.25,0.95,0.0001,0,False,0.028215767634854772,0.028215767634854772,0.0,0.7842323651452282,0.187551867219917,1205
61,0,0,61,1000,0.25,0.95,0.0001,0,False,0.024793388429752067,0.024793388429752067,0.0,0.7743801652892562,0.20082644628099172,1210
62,0,0,62,1000,0.25,0.95,0.0001,0,False,0.016181229773462782,0.016181229773462782,0.0,0.7888349514563107,0.19498381877022652,1236
63,0,0,63,1000,0.25,0.95,0.0001,0,False,0.013957307060755337,0.013957307060755337,0.0,0.7939244663382594,0.1921182266009852,1218
64,0,0,64,1000,0.25,0.95,0.0001,0,False,0.014273719563392108,0.014273719563392108,0.0,0.797649034424853,0.18807724601175482,1191
65,0,0,65,1000,0.25,0.95,0.0001,0,False,0.009212730318257957,0.009212730318257957,0.0,0.8056951423785594,0.18509212730318259,1194
66,0,0,66,1000,0.25,0.95,0.0001,0,False,0.006700167504187605,0.006700167504187605,0.0,0.7830820770519263,0.2102177554438861,1194
67,0,0,67,1000,0.25,0.95,0.0001,0,False,0.007531380753138075,0.007531380753138075,0.0,0.7782426778242678,0.21422594142259413,1195
68,0,0,68,1000,0.25,0.95,0.0001,0,False,0.0016299918500407497,0.0016299918500407497,0.0,0.7481662591687042,0.2502037489812551,1227
69,0,0,69,1000,0.25,0.95,0.0001,0,False,0.0,0.0,0.0,0.7360066833751044,0.26399331662489556,1197
70,0,0,70,1000,0.25,0.95,0.0001,0,False,0.0,0.0,0.0,0.6398659966499163,0.3601340033500838,1194
71,0,0,71,1000,0.25,0.95,0.0001,0,False,0.0,0.0,0.0,0.6372712146422629,0.3627287853577371,1202
72,0,0,72,1000,0.25,0.95,0.0001,0,False,0.0,0.0,0.0,0.6285475792988314,0.37145242070116863,1198
73,0,0,73,1000,0.25,0.95,0.0001,0,False,0.0,0.0,0.0,0.6112469437652812,0.38875305623471884,1227
74,0,0,74,1000,0.25,0.95,0.0001,0,False,0.0,0.0,0.0,0.5891286970423661,0.4108713029576339,1251
75,0,0,75,1000,0.25,0.95,0.0001,0,False,0.0,0.0,0.0,0.583533173461231,0.416466826538769,1251
76,0,0,76,1000,0.25,0.95,0.0001,0,False,0.0,0.0,0.0,0.6004823151125402,0.3995176848874598,1244
77,0,0,77,1000,0.25,0.95,0.0001,0,False,0.0,0.0,0.0,0.5902165196471532,0.40978348035284684,1247
78,0,0,78,1000,0.25,0.95,0.0001,0,False,0.0,0.0,0.0,0.2806291390728477,0.7193708609271523,1208
79,0,0,79,1000,0.25,0.95,0.0001,0,False,0.0,0.0,0.0,0.26717557251908397,0.732824427480916,1179
80,0,0,80,1000,0.25,0.95,0.0001,0,False,0.0,0.0,0.0,0.2703862660944206,0.7296137339055794,1165
81,0,0,81,1000,0.25,0.95,0.0001,0,False,0.0,0.0,0.0,0.26892252894033836,0.7310774710596616,1123
82,0,0,82,1000,0.25,0.95,0.0001,0,False,0.33801580333625986,0.0,0.33801580333625986,0.2633889376646181,0.398595258999122,1139
83,0,0,83,1000,0.25,0.95,0.0001,0,False,0.3047703180212014,0.0,0.3047703180212014,0.27296819787985865,0.42226148409893993,1132
84,0,0,84,1000,0.25,0.95,0.0001,0,False,0.2977430555555556,0.0,0.2977430555555556,0.28125,0.4210069444444444,1152
85,0,0,85,1000,0.25,0.95,0.0001,0,False,0.0,0.0,0.0,0.27920962199312716,0.7207903780068728,1164
86,0,0,86,1000,0.25,0.95,0.0001,0,False,0.0,0.0,0.0,0.5475778546712803,0.4524221453287197,1156
87,0,0,87,1000,0.25,0.95,0.0001,0,False,0.0,0.0,0.0,0.5329341317365269,0.46706586826347307,1169
88,0,0,88,1000,0.25,0.95,0.0001,0,False,0.0,0.0,0.0,0.5204081632653061,0.47959183673469385,1176
89,0,0,89,1000,0.25,0.95,0.0001,0,False,0.0156794425087108,0.0156794425087108,0.0,0.21341463414634146,0.7709059233449478,1148
90,0,0,90,1000,0.25,0.95,0.0001,0,False,0.011955593509820665,0.011955593509820665,0.0,0.2408198121263877,0.7472245943637916,1171
91,0,0,91,1000,0.25,0.95,0.0001,0,False,0.011560693641618497,0.011560693641618497,0.0,0.2510322047894302,0.7374071015689513,1211
92,0,0,92,1000,0.25,0.95,0.0001,0,False,0.013157894736842105,0.013157894736842105,0.0,0.2524671052631579,0.734375,1216
93,0,0,93,1000,0.25,0.95,0.0001,0,False,0.011272141706924315,0.011272141706924315,0.0,0.2673107890499195,0.7214170692431562,1242
94,0,0,94,1000,0.25,0.95,0.0001,0,False,0.014913657770800628,0.014913657770800628,0.0,0.2566718995290424,0.728414442700157,1274
95,0,0,95,1000,0.25,0.95,0.0001,0,False,0.011691348402182385,0.011691348402182385,0.0,0.2634450506625097,0.7248636009353079,1283
96,0,0,96,1000,0.25,0.95,0.0001,0,False,0.3325825825825826,0.009009009009009009,0.3235735735735736,0.1831831831831832,0.48423423423423423,1332
97,0,0,97,1000,0.25,0.95,0.0001,0,False,0.406437125748503,0.005988023952095809,0.4004491017964072,0.18188622754491018,0.4116766467065868,1336
98,0,0,98,1000,0.25,0.95,0.0001,0,False,0.40785714285714286,0.004285714285714286,0.4035714285714286,0.18642857142857142,0.4057142857142857,1400
99,0,0,99,1000,0.25,0.95,0.0001,0,False,0.3830703012912482,0.002152080344332855,0.38091822094691535,0.18794835007173602,0.42898134863701576,1394
100,0,0,100,1000,0.25,0.95,0.0001,0,False,0.38489208633093525,0.0028776978417266188,0.38201438848920866,0.20215827338129497,0.41294964028776976,1390
101,0,0,101,1000,0.25,0.95,0.0001,0,False,0.3667844522968198,0.004240282685512367,0.3625441696113074,0.21554770318021202,0.4176678445229682,1415
102,0,0,102,1000,0.25,0.95,0.0001,0,False,0.06724511930585683,0.0036153289949385392,0.0636297903109183,0.2111352133044107,0.7216196673897325,1383
103,0,0,103,1000,0.25,0.95,0.0001,0,False,0.07011331444759207,0.00424929178470255,0.06586402266288952,0.221671388101983,0.7082152974504249,1412
104,0,0,104,1000,0.25,0.95,0.0001,0,False,0.09517241379310344,0.023448275862068966,0.07172413793103448,0.3117241379310345,0.593103448275862,1450
105,0,0,105,1000,0.25,0.95,0.0001,0,False,0.09422694094226941,0.015925680159256803,0.07830126078301261,0.3158593231585932,0.5899137358991373,1507
106,0,0,106,1000,0.25,0.95,0.0001,0,False,0.08366800535475234,0.01740294511378849,0.06626506024096386,0.30589022757697454,0.6104417670682731,1494
107,0,0,107,1000,0.25,0.95,0.0001,0,False,0.08866666666666667,0.024,0.06466666666666666,0.17666666666666667,0.7346666666666667,1500
108,0,0,108,1000,0.25,0.95,0.0001,0,False,0.08817766165904638,0.018288700195950358,0.06988896146309602,0.18288700195950358,0.72893533638145,1531
109,0,0,109,1000,0.25,0.95,0.0001,0,False,0.09323703217334209,0.017071569271175313,0.07616546290216678,0.1792514773473408,0.7275114904793172,1523
110,0,0,110,1000,0.25,0.95,0.0001,0,False,0.08376963350785341,0.01767015706806283,0.06609947643979057,0.18390052356020942,0.7323298429319371,1528
111,0,0,111,1000,0.25,0.95,0.0001,0,False,0.07232913072329131,0.015925680159256803,0.05640345056403451,0.17916390179163902,0.7485069674850697,1507
112,0,0,112,1000,0.25,0.95,0.0001,0,False,0.05778069599474721,0.011818778726198293,0.04596191726854892,0.17137229152987524,0.7708470124753776,1523
113,0,0,113,1000,0.25,0.95,0.0001,0,False,0.05807743658210948,0.012683578104138851,0.04539385847797063,0.16555407209612816,0.7763684913217623,1498
114,0,0,114,1000,0.25,0.95,0.0001,0,False,0.0536779324055666,0.011928429423459244,0.041749502982107355,0.1709741550695825,0.7753479125248509,1509
115,0,0,115,1000,0.25,0.95,0.0001,0,False,0.057951482479784364,0.007412398921832884,0.05053908355795148,0.16442048517520216,0.7776280323450134,1484
116,0,0,116,1000,0.25,0.95,0.0001,0,False,0.05689424364123159,0.002677376171352075,0.05421686746987952,0.2757697456492637,0.6673360107095047,1494
117,0,0,117,1000,0.25,0.95,0.0001,0,False,0.052840158520475564,0.002642007926023778,0.05019815059445178,0.27807133421400265,0.6690885072655218,1514
118,0,0,118,1000,0.25,0.95,0.0001,0,False,0.051553205551883675,0.0019828155981493722,0.0495703899537343,0.2723066754791804,0.6761401189689359,1513
119,0,0,119,1000,0.25,0.95,0.0001,0,False,0.08435374149659863,0.0006802721088435374,0.0836734693877551,0.2646258503401361,0.6510204081632653,1470
120,0,0,120,1000,0.25,0.95,0.0001,0,False,0.0796812749003984,0.0006640106241699867,0.07901726427622842,0.26693227091633465,0.6533864541832669,1506
121,0,0,121,1000,0.25,0.95,0.0001,0,False,0.06308100929614874,0.0,0.06308100929614874,0.28751660026560427,0.649402390438247,1506
122,0,0,122,1000,0.25,0.95,0.0001,0,False,0.05418060200668896,0.0,0.05418060200668896,0.2909698996655518,0.6548494983277592,1495
123,0,0,123,1000,0.25,0.95,0.0001,0,False,0.04860186418109188,0.0,0.04860186418109188,0.4447403462050599,0.5066577896138482,1502
124,0,0,124,1000,0.25,0.95,0.0001,0,False,0.03935957304869913,0.0,0.03935957304869913,0.45296864576384255,0.5076717811874583,1499
125,0,0,125,1000,0.25,0.95,0.0001,0,False,0.03122923588039867,0.0,0.03122923588039867,0.46245847176079735,0.506312292358804,1505
126,0,0,126,1000,0.25,0.95,0.0001,0,False,0.02431011826544021,0.0,0.02431011826544021,0.46780551905387646,0.5078843626806833,1522
127,0,0,127,1000,0.25,0.95,0.0001,0,False,0.02875399361022364,0.0,0.02875399361022364,0.4638977635782748,0.5073482428115016,1565
128,0,0,128,1000,0.25,0.95,0.0001,0,False,0.0234375,0.0,0.0234375,0.431640625,0.544921875,1536
129,0,0,129,1000,0.25,0.95,0.0001,0,False,0.01948460087994972,0.0,0.01948460087994972,0.4424890006285355,0.5380263984915148,1591
130,0,0,130,1000,0.25,0.95,0.0001,0,False,0.017800381436745075,0.0,0.017800381436745075,0.4469167196439924,0.5352828989192625,1573
131,0,0,131,1000,0.25,0.95,0.0001,0,False,0.01911220715166461,0.0,0.01911220715166461,0.406288532675709,0.5745992601726264,1622
132,0,0,132,1000,0.25,0.95,0.0001,0,False,0.01780233271945979,0.0,0.01780233271945979,0.4886433394720687,0.49355432780847147,1629
133,0,0,133,1000,0.25,0.95,0.0001,0,False,0.014119091467157766,0.0,0.014119091467157766,0.49846531614487416,0.48741559238796806,1629
134,0,0,134,1000,0.25,0.95,0.0001,0,False,0.01418877236273905,0.0,0.01418877236273905,0.5163479333744602,0.46946329426280076,1621
135,0,0,135,1000,0.25,0.95,0.0001,0,False,0.167601246105919,0.0,0.167601246105919,0.36074766355140186,0.4716510903426791,1605
136,0,0,136,1000,0.25,0.95,0.0001,0,False,0.1619047619047619,0.0,0.1619047619047619,0.6634920634920635,0.1746031746031746,1575
137,0,0,137,1000,0.25,0.95,0.0001,0,False,0.14268142681426815,0.0,0.14268142681426815,0.6961869618696187,0.16113161131611317,1626
138,0,0,138,1000,0.25,0.95,0.0001,0,False,0.123125,0.0,0.123125,0.71625,0.160625,1600
139,0,0,139,1000,0.25,0.95,0.0001,0,False,0.10433689503456946,0.0,0.10433689503456946,0.73852922690132,0.1571338780641106,1591
140,0,0,140,1000,0.25,0.95,0.0001,0,False,0.09617755856966707,0.0,0.09617755856966707,0.7533908754623921,0.1504315659679408,1622
141,0,0,141,1000,0.25,0.95,0.0001,0,False,0.0782122905027933,0.0,0.0782122905027933,0.7721911855990068,0.14959652389819988,1611
142,0,0,142,1000,0.25,0.95,0.0001,0,False,0.06886045094454601,0.0,0.06886045094454601,0.5545399146861669,0.376599634369287,1641
143,0,0,143,1000,0.25,0.95,0.0001,0,False,0.07305095150399017,0.0,0.07305095150399017,0.22958870472682627,0.6973603437691835,1629
144,0,0,144,1000,0.25,0.95,0.0001,0,False,0.07455329636475662,0.0,0.07455329636475662,0.24091189155884166,0.6845348120764018,1623
145,0,0,145,1000,0.25,0.95,0.0001,0,False,0.060075093867334166,0.0,0.060075093867334166,0.4449311639549437,0.49499374217772213,1598
146,0,0,146,1000,0.25,0.95,0.0001,0,False,0.04931335830212235,0.0,0.04931335830212235,0.4525593008739076,0.49812734082397003,1602
147,0,0,147,1000,0.25,0.95,0.0001,0,False,0.03653250773993808,0.0,0.03653250773993808,0.4823529411764706,0.48111455108359136,1615
148,0,0,148,1000,0.25,0.95,0.0001,0,False,0.02878138395590937,0.0,0.02878138395590937,0.47519902020820576,0.4960195958358849,1633
149,0,0,149,1000,0.25,0.95,0.0001,0,False,0.02295285359801489,0.0,0.02295285359801489,0.29094292803970223,0.6861042183622829,1612
150,0,0,150,1000,0.25,0.95,0.0001,0,False,0.01637355973317162,0.0,0.01637355973317162,0.29411764705882354,0.6895087932080048,1649
151,0,0,151,1000,0.25,0.95,0.0001,0,False,0.007398273736128237,0.0,0.007398273736128237,0.29778051787916154,0.6948212083847103,1622
152,0,0,152,1000,0.25,0.95,0.0001,0,False,0.005653266331658292,0.0,0.005653266331658292,0.29962311557788945,0.6947236180904522,1592
153,0,0,153,1000,0.25,0.95,0.0001,0,False,0.005131494547787043,0.0,0.005131494547787043,0.29634381013470174,0.6985246953175113,1559
154,0,0,154,1000,0.25,0.95,0.0001,0,False,0.004408060453400504,0.0,0.004408060453400504,0.29848866498740556,0.697103274559194,1588
155,0,0,155,1000,0.25,0.95,0.0001,0,False,0.3942857142857143,0.0,0.3942857142857143,0.3092063492063492,0.2965079365079365,1575
156,0,0,156,1000,0.25,0.95,0.0001,0,False,0.38544990427568604,0.0,0.38544990427568604,0.3414167198468411,0.2731333758774729,1567
157,0,0,157,1000,0.25,0.95,0.0001,0,False,0.34807327858496523,0.0,0.34807327858496523,0.35881238155401135,0.29311433986102337,1583
158,0,0,158,1000,0.25,0.95,0.0001,0,False,0.3205863607393244,0.004461440407903123,0.3161249203314213,0.3951561504142766,0.28425748884639895,1569
159,0,0,159,1000,0.25,0.95,0.0001,0,False,0.2951959544879899,0.00695322376738306,0.28824273072060685,0.4216182048040455,0.2831858407079646,1582
160,0,0,160,1000,0.25,0.95,0.0001,0,False,0.26375,0.008125,0.255625,0.45875,0.2775,1600
161,0,0,161,1000,0.25,0.95,0.0001,0,False,0.24050632911392406,0.007594936708860759,0.23291139240506328,0.49746835443037973,0.2620253164556962,1580
162,0,0,162,1000,0.25,0.95,0.0001,0,False,0.3191489361702128,0.00688360450563204,0.3122653316645807,0.5406758448060075,0.14017521902377972,1598
163,0,0,163,1000,0.25,0.95,0.0001,0,False,0.28697850821744625,0.00695322376738306,0.2800252844500632,0.572692793931732,0.14032869785082175,1582
164,0,0,164,1000,0.25,0.95,0.0001,0,False,0.2663582286847323,0.006609385327164574,0.25974884335756776,0.4144084600132188,0.3192333113020489,1513
165,0,0,165,1000,0.25,0.95,0.0001,0,False,0.2386968085106383,0.005319148936170213,0.23337765957446807,0.5332446808510638,0.22805851063829788,1504
166,0,0,166,1000,0.25,0.95,0.0001,0,False,0.21676489849377864,0.0045841519318926,0.21218074656188604,0.5671250818598559,0.21611001964636542,1527
167,0,0,167,1000,0.25,0.95,0.0001,0,False,0.1913499344692005,0.1258191349934469,0.0655307994757536,0.5851900393184797,0.22346002621231978,1526
168,0,0,168,1000,0.25,0.95,0.0001,0,False,0.0594059405940594,0.0039603960396039604,0.055445544554455446,0.7023102310231023,0.2382838283828383,1515
169,0,0,169,1000,0.25,0.95,0.0001,0,False,0.05716162943495401,0.0045992115637319315,0.052562417871222074,0.6971090670170828,0.2457293035479632,1522
170,0,0,170,1000,0.25,0.95,0.0001,0,False,0.04970948999354422,0.0071013557133634605,0.04260813428018076,0.6849580374435119,0.26533247256294384,1549
171,0,0,171,1000,0.25,0.95,0.0001,0,False,0.04226267880364109,0.007802340702210663,0.03446033810143043,0.7009102730819246,0.25682704811443435,1538
172,0,0,172,1000,0.25,0.95,0.0001,0,False,0.035807291666666664,0.009114583333333334,0.026692708333333332,0.6868489583333334,0.27734375,1536
173,0,0,173,1000,0.25,0.95,0.0001,0,False,0.01912928759894459,0.006596306068601583,0.012532981530343008,0.6886543535620053,0.2922163588390501,1516
174,0,0,174,1000,0.25,0.95,0.0001,0,False,0.01291638341264446,0.008157715839564922,0.004758667573079538,0.708361658735554,0.2787219578518015,1471
175,0,0,175,1000,0.25,0.95,0.0001,0,False,0.013040494166094716,0.0075497597803706245,0.00549073438572409,0.5573095401509952,0.4296499656829101,1457
176,0,0,176,1000,0.25,0.95,0.0001,0,False,0.08487337440109514,0.004106776180698152,0.08076659822039699,0.5496235455167693,0.3655030800821355,1461
177,0,0,177,1000,0.25,0.95,0.0001,0,False,0.07617051013277429,0.002795248078266946,0.07337526205450734,0.5646401118099231,0.3591893780573026,1431
178,0,0,178,1000,0.25,0.95,0.0001,0,False,0.06177076183939602,0.0013726835964310226,0.060398078242964996,0.5724090597117364,0.36582017844886755,1457
179,0,0,179,1000,0.25,0.95,0.0001,0,False,0.061958694203864094,0.0013324450366422385,0.060626249167221855,0.5876082611592272,0.3504330446369087,1501
180,0,0,180,1000,0.25,0.95,0.0001,0,False,0.062210456651224356,0.0006618133686300463,0.06154864328259431,0.5804103242885507,0.357379219060225,1511
181,0,0,181,1000,0.25,0.95,0.0001,0,False,0.06044678055190539,0.001314060446780552,0.05913272010512484,0.59526938239159,0.3442838370565046,1522
182,0,0,182,1000,0.25,0.95,0.0001,0,False,0.06640876853642812,0.0019342359767891683,0.06447453255963895,0.5925209542230819,0.34107027724049,1551
183,0,0,183,1000,0.25,0.95,0.0001,0,False,0.06750496360026473,0.0006618133686300463,0.06684315023163467,0.614162806088683,0.3183322303110523,1511
184,0,0,184,1000,0.25,0.95,0.0001,0,False,0.06847545219638243,0.0006459948320413437,0.06782945736434108,0.624031007751938,0.30749354005167956,1548
185,0,0,185,1000,0.25,0.95,0.0001,0,False,0.056714471968709254,0.0,0.056714471968709254,0.6395045632333768,0.30378096479791394,1534
186,0,0,186,1000,0.25,0.95,0.0001,0,False,0.06257901390644753,0.0,0.06257901390644753,0.6510745891276865,0.286346396965866,1582
187,0,0,187,1000,0.25,0.95,0.0001,0,False,0.05983450031826862,0.0,0.05983450031826862,0.6549968173138129,0.28516868236791854,1571
188,0,0,188,1000,0.25,0.95,0.0001,0,False,0.04292929292929293,0.0,0.04292929292929293,0.6603535353535354,0.2967171717171717,1584
189,0,0,189,1000,0.25,0.95,0.0001,0,False,0.03865336658354115,0.0,0.03865336658354115,0.6982543640897756,0.2630922693266833,1604
190,0,0,190,1000,0.25,0.95,0.0001,0,False,0.03867403314917127,0.0,0.03867403314917127,0.6801718845917741,0.28115408225905464,1629
191,0,0,191,1000,0.25,0.95,0.0001,0,False,0.03836784409257003,0.0,0.03836784409257003,0.6802679658952497,0.28136419001218027,1642
