,RunId,iteration,Step,N,r,dr,mr,cr,linkage_dis,altruistic fraction,true beards fraction,suckers fraction,impostors fraction,cowards fraction,n_agents
0,0,0,0,1000,0.25,0.95,1e-05,0,False,0.47562189054726367,0.24676616915422886,0.22885572139303484,0.2736318407960199,0.2507462686567164,1005
1,0,0,1,1000,0.25,0.95,1e-05,0,False,0.4412050534499514,0.2118561710398445,0.2293488824101069,0.3129251700680272,0.24586977648202138,1029
2,0,0,2,1000,0.25,0.95,1e-05,0,False,0.4269340974212034,0.22922636103151864,0.1977077363896848,0.32855778414517667,0.24450811843361986,1047
3,0,0,3,1000,0.25,0.95,1e-05,0,False,0.37794533459000945,0.2111215834118756,0.16682375117813383,0.3656927426955702,0.2563619227144204,1061
4,0,0,4,1000,0.25,0.95,1e-05,0,False,0.34421641791044777,0.20055970149253732,0.14365671641791045,0.38526119402985076,0.27052238805970147,1072
5,0,0,5,1000,0.25,0.95,1e-05,0,False,0.3030888030888031,0.1891891891891892,0.1138996138996139,0.4025096525096525,0.2944015444015444,1036
6,0,0,6,1000,0.25,0.95,1e-05,0,False,0.2884801548886738,0.16940948693126814,0.11907066795740562,0.4269119070667957,0.2846079380445305,1033
7,0,0,7,1000,0.25,0.95,1e-05,0,False,0.2412488174077578,0.13528855250709557,0.10596026490066225,0.46263008514664145,0.2961210974456008,1057
8,0,0,8,1000,0.25,0.95,1e-05,0,False,0.18885741265344666,0.09348441926345609,0.09537299338999056,0.4948064211520302,0.31633616619452315,1059
9,0,0,9,1000,0.25,0.95,1e-05,0,False,0.17829457364341086,0.08333333333333333,0.09496124031007752,0.5058139534883721,0.31589147286821706,1032
10,0,0,10,1000,0.25,0.95,1e-05,0,False,0.142721217887726,0.07706945765937202,0.06565176022835395,0.527117031398668,0.3301617507136061,1051
11,0,0,11,1000,0.25,0.95,1e-05,0,False,0.12737642585551331,0.07224334600760456,0.055133079847908745,0.5342205323193916,0.33840304182509506,1052
12,0,0,12,1000,0.25,0.95,1e-05,0,False,0.10981098109810981,0.0576057605760576,0.052205220522052204,0.5373537353735374,0.35283528352835286,1111
13,0,0,13,1000,0.25,0.95,1e-05,0,False,0.1059245960502693,0.05206463195691203,0.05385996409335727,0.5305206463195691,0.3635547576301616,1114
14,0,0,14,1000,0.25,0.95,1e-05,0,False,0.09082652134423251,0.04450499545867393,0.04632152588555858,0.553133514986376,0.35603996366939145,1101
15,0,0,15,1000,0.25,0.95,1e-05,0,False,0.08288770053475936,0.045454545454545456,0.0374331550802139,0.5828877005347594,0.3342245989304813,1122
16,0,0,16,1000,0.25,0.95,1e-05,0,False,0.07075064710957722,0.04400345125107852,0.026747195858498704,0.5789473684210527,0.35030198446937016,1159
17,0,0,17,1000,0.25,0.95,1e-05,0,False,0.06459948320413436,0.03789836347975883,0.026701119724375538,0.5925925925925926,0.34280792420327305,1161
18,0,0,18,1000,0.25,0.95,1e-05,0,False,0.06148590947907771,0.036720751494449186,0.024765157984628524,0.5815542271562767,0.3569598633646456,1171
19,0,0,19,1000,0.25,0.95,1e-05,0,False,0.05400696864111498,0.036585365853658534,0.017421602787456445,0.5975609756097561,0.34843205574912894,1148
20,0,0,20,1000,0.25,0.95,1e-05,0,False,0.03125,0.020833333333333332,0.010416666666666666,0.6119791666666666,0.3567708333333333,1152
21,0,0,21,1000,0.25,0.95,1e-05,0,False,0.03324808184143223,0.021312872975277068,0.011935208866155157,0.6274509803921569,0.3393009377664109,1173
22,0,0,22,1000,0.25,0.95,1e-05,0,False,0.029184549356223177,0.02317596566523605,0.006008583690987125,0.6111587982832618,0.35965665236051503,1165
23,0,0,23,1000,0.25,0.95,1e-05,0,False,0.025173611111111112,0.019097222222222224,0.006076388888888889,0.6197916666666666,0.3550347222222222,1152
24,0,0,24,1000,0.25,0.95,1e-05,0,False,0.020460358056265986,0.017050298380221655,0.0034100596760443308,0.6300085251491901,0.3495311167945439,1173
25,0,0,25,1000,0.25,0.95,1e-05,0,False,0.018534119629317607,0.014321819713563605,0.004212299915754001,0.6486941870261163,0.33277169334456613,1187
26,0,0,26,1000,0.25,0.95,1e-05,0,False,0.007725321888412017,0.006008583690987125,0.0017167381974248926,0.655793991416309,0.336480686695279,1165
27,0,0,27,1000,0.25,0.95,1e-05,0,False,0.008382229673093043,0.008382229673093043,0.0,0.6596814752724225,0.3319362950544845,1193
28,0,0,28,1000,0.25,0.95,1e-05,0,False,0.004222972972972973,0.004222972972972973,0.0,0.6326013513513513,0.36317567567567566,1184
29,0,0,29,1000,0.25,0.95,1e-05,0,False,0.004248088360237893,0.004248088360237893,0.0,0.6253186066270179,0.37043330501274424,1177
30,0,0,30,1000,0.25,0.95,1e-05,0,False,0.005982905982905983,0.005982905982905983,0.0,0.6170940170940171,0.3769230769230769,1170
31,0,0,31,1000,0.25,0.95,1e-05,0,False,0.009499136442141624,0.009499136442141624,0.0,0.6079447322970639,0.38255613126079446,1158
32,0,0,32,1000,0.25,0.95,1e-05,0,False,0.010380622837370242,0.010380622837370242,0.0,0.5986159169550173,0.39100346020761245,1156
33,0,0,33,1000,0.25,0.95,1e-05,0,False,0.009983361064891847,0.009983361064891847,0.0,0.5848585690515807,0.4051580698835274,1202
34,0,0,34,1000,0.25,0.95,1e-05,0,False,0.009235936188077247,0.009235936188077247,0.0,0.5877413937867338,0.40302267002518893,1191
35,0,0,35,1000,0.25,0.95,1e-05,0,False,0.005804311774461028,0.005804311774461028,0.0,0.6185737976782753,0.3756218905472637,1206
